Id,Water_.g.,Energ_Kcal,Protein_.g.,Lipid_Tot_.g.,Ash_.g.,Carbohydrt_.g.,Fiber_TD_.g.,Sugar_Tot_.g.,Calcium_.mg.,Iron_.mg.,Magnesium_.mg.,Phosphorus_.mg.,Potassium_.mg.,Sodium_.mg.,Zinc_.mg.,Copper_.mg.,Manganese_.mg.,Selenium_.µg.,Vit_C_.mg.,Thiamin_.mg.,Riboflavin_.mg.,Niacin_.mg.,Panto_Acid_.mg.,Vit_B6_.mg.,Folate_Tot_.µg.,Folic_Acid_.µg.,Food_Folate_.µg.,Folate_DFE_.µg.,Choline_Tot_.mg.,Vit_B12_.µg.,Vit_A_IU,Vit_A_RAE,Retinol_.µg.,Alpha_Carot_.µg.,Beta_Carot_.µg.,Beta_Crypt_.µg.,Lycopene_.µg.,Lut.Zea_.µg.,Vit_E_.mg.,Vit_D_µg,Vit_D_IU,Vit_K_.µg.,FA_Sat_.g.,FA_Mono_.g.,FA_Poly_.g.,Cholestrl_.mg.
2117,88.28,41,0.94,0.74,1.27,8.77,1.4,7.36,13,0.76,21,38,398,368,0.28,0.198,0.244,0.6,13.2,0.067,0.12,1.095,0.221,0.194,14,0,14,14,13,0,810,41,0,0,483,6,18454,30,1.18,0,0,3.7,0.133,0.102,0.337,0
2118,89.09,32,1.32,0.390000000000001,2.11,7.09,1.4,3.2395,10,0.68,20,42,373,15,0.19,0.014,0.22,0.6,21.5,0.073,0.097,1.183,0.219,0.155,8.99999999999999,0,9,9,11.63,0,801,40,0,18.1,231.2,0.699999999999999,5122.75,222.1,0.6685,0,0,8.24,0.0549999999999997,0.0579999999999998,0.157,0
2119,88.6,40,0.289999999999999,0.0700000000000003,0.0600000000000001,10.98,3.7,4.9955,8,0.16,5,4,5,5,0.31,0.202,0.539,0.9,30,0,0.3,3.5,0.0630000000000001,0.179,15,0,15,15,10.17,0,200,10,0,6.5,161.95,0.499999999999998,0.0499999999999829,312.65,0.326,0,0,11.705,0.0089999999999999,0.00499999999999989,0.0339999999999998,0
2120,93.6,22,0.710000000000001,0.0800000000000001,0.55,5.06,2,2.99,33,0.18,9,26,177,16,0.12,0.002,0.071,0.199999999999999,11.6,0.027,0.023,0.298999999999999,0.142,0.067,8.99999999999999,0,9,9,8.7,0,0,0,0,0,0,0,0,0,0.02,0,0,0.0999999999999996,0.00800000000000045,0.00499999999999989,0.0419999999999998,0
2121,93.6,23,1.53,0.24,0.28,4.35,2,2.35,32,0.98,14,26,182,36,0.2,0.063,0.1,0.6,3.9,0.035,0.028,0.56,0.141,0.067,8,0,8,8,8.7,0,0,0,0,0,0,0,0,0,0.02,0,0,0.0999999999999996,0.0249999999999995,0.0149999999999997,0.125,0
2122,93.2,20,1.14,0.23,1.07,4.36,3.5,0.529999999999999,137,0.8,22,29,203,29,0.14,0.253,0.337,0.9,27.4,0.045,0.072,0.411,0.274,0.18,118,0,118,118,0.299999999999997,0,7625,381,0,0,4575,0,0,8440,1.88,0,0,367.6,0.0530000000000004,0.0149999999999997,0.0910000000000002,0
2123,92.93,22,2.47,0.31,0.62,3.67,2.5,1.1145,118,1.51,27,27,184,12,0.17,0.057,0.369,0.9,26.8,0.044,0.091,0.383,0.14,0.1,74,0,74,74,9.45999999999999,0,6184,309,0,0.149999999999999,3513.15,0,0,4523.25,0.995,0,0,250.74,0.073,0.0199999999999996,0.125,0
2124,90.4,29,3.35,0.42,0.85,4.98,3.4,0.749999999999999,152,1.94,26,34,224,15,0.41,0.15,0.475,1.2,21.8,0.054,0.074,0.468,0.0690000000000001,0.067,39,0,39,39,0.5,0,10765,538,0,0,6459,0,0,11915,2.66,0,0,518.9,0.0990000000000002,0.0279999999999996,0.17,0
2125,93.13,21,2.46,0.19,0.83,3.39,2.4,1.565,114,1.63,18,24,82,18,0.16,0.051,0.22,0.9,25.8,0.044,0.088,0.388,0.123,0.074,41,0,41,41,10.285,0,6108,305,0,423.05,3551.4,9,0,4509.9,0.8665,0,0,220.945,0.032,0.0119999999999996,0.0880000000000001,0
2126,91.04,35,2.99,0.380000000000001,0.74,4.85,3.1,1.07,128,1.75,24,32,216,19,0.37,0.133,0.4,1.1,18.2,0.05,0.065,0.486,0.083,0.067,33,0,33,33,2.1,0,8612,431,0,0,5167,0,0,9532,2.13,0,0,415.1,0.085,0.024,0.16,0
2127,94.09,22,0.93,0.31,0.8,3.87,0.5,2.84,14,0.28,11,19,185,169,0.12,0.068,0.08,0.199999999999999,54.3,0.05,0.033,0.722,0.249,0.071,21,0,21,21,8.1,0,706,35,0,93,377,0,7119,278,1.02,0,0,6.1,0.0880000000000001,0.0599999999999996,0.0760000000000001,0
2128,82.08,72,3.33,0.52,0.6,13.47,4,3.586,25,0.95,24,59,212,47,0.45,0.093,0.244,0.4,10.4,0.122,0.085,1.252,0.163,0.096,29,0,29,29,13.7,0,5078,254,0,577.35,2532.5,66.8,62.7,918.6,0.42,0,0,41.33,0.0980000000000003,0.0309999999999997,0.235,0
2129,83.23,65,2.86,0.15,0.67,13.09,4.4,3.12,25,0.82,22,51,169,35,0.49,0.083,0.379,0.299999999999999,3.2,0.071,0.12,0.851,0.151,0.074,19,0,19,19,24.1,0,4277,214,0,968,2082,0,0,637,0.38,0,0,23.5,0.0310000000000001,0.00999999999999979,0.0720000000000001,0
2130,94.13,19,0.91,0.32,0.82,3.83,0.5,2.78,15,0.29,12,19,204,55,0.12,0.068,0.079,0.199999999999999,54.3,0.05,0.033,0.722,0.249,0.071,21,4.25,21,17.1,8.1,0,706,35,0,93,377,0,7119,278,1.02,0,0,6.1,0.089,0.0609999999999999,0.077,0
2131,73.46,97,1.4,0.0999999999999996,1.1,23.94,3,4.8,11,0.0600000000000001,22,63,584,14,0.5,0.326,0.331,0.699999999999999,4,0.14,0.2,1,0.479,0.328,16,0,16,16,36.2,0,0,0,0,0,0,0,0,0,1.2,0,0,0.300000000000001,0.0259999999999998,0.00199999999999978,0.0430000000000001,0
2132,86.42,50,0.880000000000001,0.0600000000000005,0.34,12.3,2.5,2.46,4,0.87,5,19,118,8,0.38,0.1,0.161,0.699999999999999,1.3,0.011,0.024,0.36,0.221,0.159,6,0,6,6,18.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0.199999999999999,0.0160000000000005,0.00100000000000033,0.0259999999999998,0
2133,95.11,11,2.3,0.0999999999999996,1.2,1.29,0.5,0.199999999999999,120,0.2,21,60,330,41,0.11,0.077,0.244,0.9,43,0.09,0.12,0.2,0.31,0.129,8.99999999999999,0,9,9,9,0,3191,160,0,0,1914,0,0,5767,1,0,0,250,0.0270000000000001,0.00800000000000001,0.0350000000000001,0
2134,96.1,13,0.4,0.199999999999999,0.3,3,2.9,2.6345,19,0.4,10,19,6,111,0.61,0.023,0.0580000000000001,0.199999999999999,13,0.04,0.11,0.4,0.133,0.035,5,0,5,5,6.135,0,0,0,0,0.900000000000002,31.4,5.55,0,87,0.161,0,0,5.58,0.0160000000000005,0.0369999999999999,0.0870000000000002,0
2135,96.06,14,0.4,0.199999999999999,0.3,3.04,1,1.18,18,0.38,10,17,5,107,0.59,0.022,0.056,0.199999999999999,10.5,0.034,0.001,0.384,0.121,0.032,3.99999999999999,0,4,4,4.9,0,0,0,0,0,0,0,0,197,0.0800000000000001,0,0,2.8,0.0160000000000005,0.0369999999999999,0.0880000000000001,0
2136,87.04,49,6.95,0.869999999999999,0.83,4.31,2.685,2.7715,84,1.5,34,37,223,4,0.39,0.051,0.218,1.5,18.3,0.14,0.1,0.899999999999999,0.0590000000000001,0.113,66,0,66,66,15.19,0,128,28.4,0,13.3,332.85,0.449999999999999,0,574.45,0.5375,0,0,50.81,0.238,0.25,0.186,0
2137,90.11,38,5.31,0.66,0.71,3.21,2.235,2.6245,61,1.09,30,25,274,4,0.28,0.037,0.158,1.1,9.8,0.086,0.072,0.652,0.041,0.082,35,0,35,35,12.48,0,88,4.00000000000001,0,15.1,202.45,0.899999999999999,0.699999999999989,785.25,0.2235,0,0,28.38,0.181,0.189,0.142,0
2138,76.85,74,5.85,1.1,2.1,14.1,2.395,2.075,224,4,8,63,176,9,1.28,0.456,1.367,0.9,45,0.833,0.602,3.472,0.136,0.232,16,0,16,16,14.245,0,8090,405,0,491.05,4232.6,35.05,0,5110.55,1.437,0,0,285.095,0.272,0.285,0.213,0
2139,69.6,118,1.53,0.17,0.82,27.88,4.1,0.5,17,0.54,21,55,816,9,0.24,0.178,0.397,0.699999999999999,17.1,0.112,0.032,0.552,0.314,0.293,23,0,23,23,16.5,0,138,7,0,0,83,0,0,0,0.35,0,0,2.3,0.0369999999999995,0.00600000000000023,0.0760000000000001,0
2140,70.13,116,1.49,0.140000000000001,0.76,27.48,3.9,0.49,14,0.52,18,49,670,8,0.2,0.152,0.371,0.699999999999999,12.1,0.095,0.028,0.552,0.311,0.228,16,0,16,16,16.2,0,122,6,0,0,73,0,0,0,0.34,0,0,2.3,0.0289999999999995,0.00499999999999989,0.0600000000000001,0
2141,90.07,38,0.720000000000001,0.0899999999999999,0.3,8.82,4.9,1.8,12,0.6,12,18,150,4,0.16,0.048,0.0599999999999999,0.699999999999999,20.2,0.02,0.029,0.2,0.135,0.042,12,0,12,12,13.6,0,21,0.999999999999986,0,0,13,0,0,0,0.46,0,0,0.300000000000001,0.0209999999999999,0.00499999999999989,0.0430000000000001,0
2142,90.07,38,0.720000000000001,0.0899999999999999,0.3,8.82,1.23,6.5055,11,0.57,11,16,135,4,0.15,0.046,0.0570000000000001,0.699999999999999,14.1,0.017,0.028,0.19,0.121,0.04,8,0,8,8,5.62,0,19,0.999999999999986,0,1.1,63.55,33.65,226.6,37.45,0.2,0,0,1.615,0.0153000000000003,0.0233999999999996,0.0327999999999999,0
2143,80.16,73,0.84,0.0600000000000005,0.76,18.18,2.5,8.114,11,0.36,19,17,164,162,0.23,0.097,0.241,1.1,2.4,0.01,0.05,0.0840000000000001,0.15,0.055,29,0,29,29,14.405,0,11,0.999999999999986,0,10.7,53.05,3.65,0.349999999999994,289.15,0.1695,0,0,4.345,0.0089999999999999,0.0110000000000001,0.0190000000000001,0
2144,91.88,25,2.09,0.81,1.67,3.55,2.11,2.5505,102,3.64,57,55,491,88,0.22,0.143,0.385,0.9,32.5,0.059,0.165,0.94,0.045,0.088,10,0,10,10,14.56,0,4385,219,0,145.15,2609.05,23.05,692.4,4549.55,1.027,0,0,219.925,0.197,0.245,0.127,0
2145,2,311,21.2,3.5,9.01,64.29,26.2,16.807,813,20,640,518,2960,70,5.12,0.686,1.35,9.4,660,0.9,1.5,5.9,2.106,1.996,108,0,108,108,75.445,0,68300,3415,0,931.95,6733.5,539.95,2296.3,1690.95,6.3345,0,0,132.57,0.591,0.49,1.369,0
2146,93,22,2,0.699999999999999,1.1,3.2,2.9,2.0935,44,2.4,103,63,390,4,0.2,0.131,0.349,0.9,48,0.04,0.1,0.5,0.041,0.122,13,0,13,13,14.805,0,4000,200,0,51.3,1965.05,12.8,0,4892.8,0.832,0,0,218.615,0.0838000000000001,0.0685999999999991,0.12015,0
2147,60,150,4.6,1.8,1.92,31.68,2.08,10.48,110,1.15,32,165,340,12,1.15,0.234,1.094,0.9,13,0.11,0.12,0.3,1.172,0.176,24,0,24,24,22.705,0,0,0,0,0,14.7,2.2,0,6.59999999999999,0.468,0,0,2.28,1.8619,1.31345,0.458,0
2148,88.42,36,2.09,0.19,1.12,8.18,4.2,3.91,20,0.45,42,49,457,43,0.42,0.078,0.241,0.699999999999999,97,0.046,0.068,0.59,0.701,0.112,30,0,30,30,21.6,0,70,4.00000000000001,0,13.7,283.05,40.55,92.4,468.8,0.588,0,0,40.555,0.0310000000000001,0.0970000000000004,0.00300000000000011,0
2149,87,42,2.8,0.6,1.28,8.32,1.7,3.1735,205,3,88,62,450,70,0.37,0.243,0.648,0.9,130,0.07,0.06,1.3,0.076,0.227,28,0,28,28,18.41,0,3100,155,0,25.1,1140.6,80.1,0,2198,1.055,0,0,130.27,0.0779999999999994,0.0449999999999999,0.289,0
2150,91.2,28,1.9,0.41,0.87,5.63,1.2,3.5655,132,1.93,57,38,274,45,0.24,0.156,0.417,0.9,52.8,0.04,0.039,0.791999999999999,0.048,0.139,13,0,13,13,12.78,0,1994,100,0,34.95,498.75,32.85,93.1,591.55,0.326,0,0,33.88,0.0530000000000004,0.0300000000000002,0.196,0
2151,2,271,31.3,5.2,19.12,42.38,32.7,13.876,176,53.9,372,548,6300,391,6.11,0.459,1.338,32.3,149,1.04,2.26,10.4,2.516,1.375,194,0,194,194,80.485,0,63240,505.85,0.200000000000003,898.35,5348.7,539.5,2296.3,1589.1,6.0575,0,0,127.86,1.4559,1.4603,2.8621,0
2152,96.1,12,1.4,0.0600000000000005,0.3,2.14,0.8,0.7,14,0.43,9,32,27,42,0.28,0.157,0.073,0.6,0.300000000000001,0.03,0.07,0.220000000000001,0.143,0.032,10,0,10,10,7.8,0,8,0,0,2,2,2,0,0,0.0400000000000003,0,0,13.4,0.0160000000000005,0.00800000000000001,0.02,0
2153,88.89,27,0.92,0.94,4.51,4.74,2.6,2.14,23,1.88,15,18,193,1671,0.34,0.146,0.114,0.4,10,0.043,0.038,0.403,0.416,0.19,14,0,14,14,8.19,0,1700,85,0,32,968,72,0,657,0.69,0,0,12.9,0.097,0.0529999999999999,0.514,0
2154,2,314,17.9,3,8.4,68.7,21.3,38.48,134,10.4,188,327,3170,193,2.41,1.389,1.897,3.7,1900,1.2,1.2,7.4,0.488,2.223,229,0,229,229,89,0,5640,282,0,313,3177,100,0,5199,4,0,0,118.6,0.447,0.202,1.607,0
2155,2,348,12.3,0.5,4.5,80.7,15.7,38.16,183,6,104,296,1650,59,1.93,0.425,1.417,5.7,39,0.3,0.1,1,1.408,1.675,116,0,116,116,55,0,21,0.999999999999986,0,0,13,0,0,38,0.18,0,0,3.9,0.0840000000000001,0.0700000000000003,0.196,0
2156,94.64,16,1.21,0.18,0.62,3.35,1.1,2.2,15,0.35,17,38,262,2,0.29,0.051,0.175,0.199999999999999,17,0.048,0.142,0.487,0.155,0.218,29,0,29,29,6.7,0,200,10,0,0,120,0,0,2125,0.12,0,0,3,0.044,0.016,0.089,0
2157,93.7,20,0.91,0.31,0.77,4.31,1.4,2.59,27,0.36,24,39,192,1,0.39,0.103,0.213,0.199999999999999,5.5,0.044,0.041,0.512999999999999,0.137,0.065,20,0,20,20,7.9,0,212,11,0,0,127,0,0,2249,0.14,0,0,3.5,0.0640000000000001,0.0229999999999997,0.131,0
2158,89.21,37,0.890000000000001,0.35,0.69,8.85,2.8,3.3,22,0.44,13,19,241,1,0.22,0.082,0.187,0.4,9.6,0.016,0.067,0.495000000000001,0.234,0.161,20,0,20,20,10.6,0,5223,261,0,682,2793,0,0,1415,0.12,0,0,4.4,0.0720000000000001,0.0259999999999998,0.147,0
2159,81.3,62,5.25,0.9,0.95,11.6,5.22,1.586,43,1.97,53,94,307,153,0.5,0.32,0.366,0.6,21.7,0.23,0.175,2.28,0.74,0.171,118,0,118,118,30.22,0,2,0,0,0.600000000000001,51.75,0.6,0,165.1,0.1665,0,0,17.19,0.109,0.0670000000000002,0.523,0
2160,72.33,131,4.42,5.04,1.23,16.97,1.2,6.59,39,0.53,15,90,176,282,0.48,0.043,0.079,6.1,3.7,0.069,0.154,1.033,0.39535,0.127,29,0,29,29,55.5,0.31,296,57,51,10,36,70,0,436,0.27,0.5,22,0.5,2.451,1.499,0.55,72
2161,70.73,172,7.89,12.95,2.52,5.9,0.7,1.85,165,1.19,30,139,231,566,0.85,0.059,0.269,11.1,7.3,0.082,0.263,0.479,0.438,0.098,73,6,67,77,61,0.4,2891,244,120,3,1493,2,0,3249,0.93,0.8,31,126.5,6.091,3.021,0.61,118
2162,62.75,164,0.890000000000001,3.54,0.69,32.12,2.1,27.25,26,0.79,13,25,178,119,0.17,0.113,0.442,0.800000000000001,9,0.021,0.041,0.406,0.305,0.05,6,0,6,6,11.6,0.01,6524,349,28,0,3858,0,0,0,0.9,0.1,2,2.1,2.171,0.881,0.198,9
2163,80.63,79,1.96,2.68,1.68,13.05,1.7,2.771,26,1.06,15,38,247,455,0.18,0.095,0.193,1.2,18.2,0.108,0.08,1.11,0.256,0.086,11,0,11,11,12.125,0,666,33,0,71.1,286.5,4.6,3984.75,121.3,0.5635,0,0,5.38,0.521,1.048,0.878,0
2164,8.68,306,6.21,0.300000000000001,3.93,80.88,7.7,2.97,625,21.4,770,52,1125,102,5.8,0.61,4.3,7.4,0,0.01,0.222,0.202,3.018,0.303,580,0,580,580,63.3,0,0,0,0,0,0,0,0,0,5,0,0,24.4,0.0610000000000004,0.0270000000000001,0.102,0
2165,4.68,290,57.47,7.72,6.23,23.9,3.6,3.1,120,28.5,195,118,1363,1048,2,6.1,1.9,7.2,10.1,2.38,3.67,12.82,3.48,0.364,94,0,94,94,66,0,570,29,0,0,342,0,0,0,5,0,0,25.5,2.65,0.675,2.08,0
2166,90.07,43,3.81,2.53,0.53,3.6,3.33,2.028,51,0.86,44,113,86,6,0.56,0.12,0.26,0.6,28.9,0.102,0.103,2.853,0.733,0.285,95,0,95,95,22.425,0,391,20,0,6.95,438.65,0.35,1.19999999999999,749.7,0.56,0,0,73.59,0.767,0.419,1.141,0
2167,79.8,72,2.5,0.0999999999999996,0.8,16.8,3.2,7.87,37,1.2,21,60,334,12,0.4,0.088,0.292,1.2,8,0.06,0.02,0.2,0.29,0.345,34,0,34,34,11.3,0,4,0,0,0,3,0,0,8,0.0400000000000003,0,0,0.800000000000001,0.0169999999999999,0.0140000000000002,0.0390000000000001,0
2168,89.44,32,1.64,0.279999999999999,1.35,7.29,1.9,4.4,34,1.3,20,32,293,186,0.27,0.183,0.183,0.6,9.2,0.075,0.052,1.222,0.278,0.15,13,0,13,13,12.9,0,215,11,0,0,129,0,5106,158,1.25,0,0,5.3,0.04,0.0430000000000001,0.113,0
2169,94.78,16,1.16,0.19,0.69,3.18,0.9,2.37,5,0.47,8,29,212,42,0.14,0.062,0.088,0.4,16,0.046,0.034,0.593,0.186,0.06,29,0,29,29,8.385,0,1496,75,0,33.35,360.05,0.899999999999999,280.7,927.95,0.2345,0,0,8.29,0.0249999999999995,0.0279999999999996,0.0760000000000001,0
2170,95.28,15,0.98,0.26,0.5,2.98,0.7,2.5415,11,0.49,12,36,258,23,0.28,0.101,0.12,0.4,9,0.041,0.047,1.179,0.11,0.056,30,0,30,30,7.615,0,0,0,0,5.45,219.3,0.199999999999999,280.7,755.2,0.1565,0,0,8.165,0.036,0.04,0.108,0
2171,77.08,78,4.49,0.0999999999999996,2.19,16.14,3.685,2.2535,7,1.21,49,197,881,254,0.22,0.135,0.285,0.6,0.300000000000001,0.144,0.06,1.16,0.449,0.206,8.99999999999999,0,9,9,26.76,0,0,0,0,2.8,108.3,0.999999999999998,1438.2,7.40000000000001,0.664,0,0,9.9,0.1168,0.15,0.2693,0
2172,84.08,51,2.89,0.34,1.3,11.39,5.7,0.99,21,0.61,42,73,286,296,0.4,0.127,0.225,0.199999999999999,7.4,0.05,0.089,1.11,0.24,0.081,89,0,89,89,34.4,0,13,0.999999999999986,0,0,8,0,0,464,0.19,0,0,14.8,0.0790000000000006,0.0110000000000001,0.145,0
2173,94.32,15,1.8,0.18,1.22,2.48,1,1,15,0.6,9,38,172,26,0.47,0.107,0.152,1.6,16.5,0.054,0.089,0.851,0.124,0.098,85,0,85,85,16.03,0,776,39,0,0,465,0,23,595,0.29,0,0,39,0.0409999999999995,0.00600000000000023,0.0790000000000002,0
2174,93.95,19,0.84,0.18,0.71,4.32,2,1.95,9,0.38,16,36,319,242,0.77,0.033,0.086,0.199999999999999,33,0.051,0.053,0.28,0.193,0.041,51,0,51,51,10.8,0,113,6,0,0,68,0,0,1323,0.14,0,0,4.8,0.0549999999999997,0.0390500000000005,0.11815,0
2175,95.92,11,1.53,0.220000000000001,0.81,1.52,1,2.909,12,0.24,3,20,533,240,0.47,0.082,0.113,0.4,0,0.02,0.05,0.3,0.0659999999999999,0.098,2,0,2,1.99999999999999,9,0,0,0,0,28.8,252.25,0.85,5250.7,184.9,0.646,0,0,6.105,0.0509999999999997,0.00499999999999989,0.0979999999999999,0
2176,89.3,33,4.83,0.58,0.58,4.72,3.01,3.1615,19,0.89,23,38,194,243,0.44,0.174,0.199,0.6,35.6,0.362,0.273,3.024,0.381,0.093,47,0,47,47,18.15,0,2,0,0,21,404.8,0.949999999999999,0,971.45,0.4745,0,0,46.14,0.0830000000000006,0.0449999999999999,0.318,0
2177,67.17,123,6.81,0.32,2.06,23.64,5.3,1.63,32,2.45,74,130,570,253,0.79,0.305,1.252,2,10.1,0.14,0.096,1.04,0.257,0.193,26,0,26,26,44.1,0,370,19,0,0,222,0,0,0,0.14,0,0,6.2,0.073,0.0190000000000001,0.154,0
2178,81.17,71,4.07,0.289999999999999,1.14,13.33,3.6,0.93,28,1.61,34,71,285,4,0.64,0.162,0.7,1.1,8.7,0.029,0.043,0.532,0.095,0.062,16,0,16,16,25.3,0,150,8,0,0,90,0,0,0,0.29,0,0,3.6,0.0659999999999998,0.016,0.139,0
2179,72.35,105,6.65,0.300000000000001,1.25,19.45,4.8,1.37,28,1.96,56,112,411,265,0.55,0.197,0.813,1.7,5.8,0.07,0.055,0.77,0.177,0.115,16,0,16,16,37.2,0,167,8,0,0,100,0,0,0,0.64,0,0,5.2,0.0680000000000001,0.0170000000000003,0.145,0
2180,93.39,19,2.03,0.0899999999999999,0.89,3.6,0.8,2.84,12,0.65,14,28,101,246,0.47,0.122,0.14,0.6,11.4,0.05,0.102,0.817,0.243,0.054,29,0,29,29,9.9,0,13,0.999999999999986,0,4,4,4,0,0,0.0700000000000001,0,0,22.7,0.0249999999999995,0.0119999999999996,0.032,0
2181,76.02,78,7.07,0.81,1.09,15.01,6.705,1.348,16,2.11,111,103,317,250,0.97,0.389,0.446,0.6,17.3,0.381,0.235,1.263,0.854,0.198,106,0,106,106,34.245,0,4,0,0,0.600000000000001,9.04999999999998,0.6,0,37.3,0.442,0,0,10.51,0.0980000000000003,0.0599999999999996,0.468,0
2182,58.01,162,9.31,0.48,1.33,30.87,5.4,1.1715,52,2.71,54,100,646,319,0.69,0.088,0.493,1.4,0.699999999999999,0.274,0.108,0.632,0.258,0.194,34,0,34,34,32.285,0,0,5.5,0,0,58.35,3.2,0,0,0.8715,0,0,3.97,0.0579999999999998,0.0350000000000001,0.276,0
2183,93.39,20,1.86,0.32,0.93,3.5,1.84,2.3975,15,0.66,18,30,98,287,0.17,0.107,0.123,0.6,6.1,0.067,0.059,0.725,0.235,0.054,29,0,29,29,10.65,0,0,0,0,24.7,116.5,2.8,0,368.1,0.1275,0,0,19.8,0.0390000000000001,0.024,0.185,0
2184,90.27,31,1.82,0.119999999999999,0.66,7.13,3.4,3.27,37,1.04,25,38,209,6,0.24,0.069,0.214,0.6,16.3,0.084,0.105,0.752,0.094,0.074,37,0,37,37,15.3,0,108,18.3,0,30.5,201.85,2.05,0,583.3,0.41,0,0,43.2,0.0259999999999998,0.00499999999999989,0.0590000000000002,0
2185,89.22,35,1.89,0.279999999999999,0.73,7.88,3.2,3.63,44,0.65,18,29,146,239,0.25,0.057,0.285,0.199999999999999,9.7,0.074,0.097,0.614,0.074,0.056,33,0,33,33,16.9,0,691,35,0,70,380,0,0,641,0.46,0,0,47.9,0.0640000000000001,0.0110000000000001,0.145,0
2186,89.22,35,1.89,0.279999999999999,0.73,7.88,3.3,3.63,46,1.28,25,39,299,3,0.36,0.103,0.294,0.4,9.7,0.074,0.097,0.614,0.074,0.056,33,0,33,33,16.9,0,81,4.00000000000001,0,0,49,0,0,712,0.46,0,0,47.9,0.0640000000000001,0.0110000000000001,0.145,0
2187,89.22,35,1.89,0.279999999999999,0.73,7.88,3.3,3.63,46,1.28,25,39,299,239,0.36,0.103,0.294,0.4,9.7,0.074,0.097,0.614,0.074,0.056,33,0,33,33,16.9,0,81,4.00000000000001,0,0,49,0,0,712,0.46,0,0,47.9,0.0640000000000001,0.0110000000000001,0.145,0
2188,91.42,28,1.49,0.17,0.47,6.45,3,1.88,42,0.66,19,29,159,245,0.24,0.059,0.288,0.4,4.1,0.035,0.09,0.383,0.049,0.06,23,0,23,23,13.5,0,466,23,0,61,249,0,0,564,0.0400000000000003,0,0,38.1,0.044,0.00800000000000001,0.0830000000000002,0
2189,91.42,28,1.49,0.17,0.47,6.45,3,1.88,49,0.88,24,31,126,245,0.48,0.061,0.323,0.4,4.1,0.035,0.09,0.383,0.049,0.06,23,0,23,23,13.5,0,112,6,0,15,60,0,0,564,0.0400000000000003,0,0,38.1,0.044,0.00800000000000001,0.0830000000000002,0
2190,87.06,44,1.68,0.18,1.12,9.96,2,7.96,16,0.79,23,38,305,285,0.35,0.074,0.326,0.699999999999999,3.6,0.027,0.04,0.331,0.145,0.067,80,0,80,80,6.3,0,35,2,0,0,21,0,0,0,0.0400000000000003,0,0,0.199999999999999,0.028,0.0350000000000001,0.0640000000000001,0
2191,91.62,28,0.800000000000001,0.0700000000000003,0.94,6.57,1.2,5.38,13,0.63,16,16,142,21,0.23,0.097,0.241,0.5,2.8,0.01,0.038,0.151,0.15,0.055,29,0,29,29,6.9,0,22,0.999999999999986,0,0,13,0,0,0,0.03,0,0,0.0999999999999996,0.0110000000000001,0.0129999999999999,0.0249999999999999,0
2192,91.88,25,2.09,0.81,1.67,3.55,2.135,2.5255,102,3.64,57,55,491,324,0.22,0.143,0.385,0.9,32.5,0.059,0.165,0.94,0.045,0.088,10,0,10,10,14.83,0,4385,219,0,144.35,2532.2,23.3,1615.1,4549.75,1.0835,0,0,219.985,0.197,0.245,0.127,0
2193,83.7,62,4.8,0.5,0.9,10.1,3.395,3.7675,18,1.5,31,73,193,277,0.47,0.06,0.261,1,19.8,0.128,0.09,1.2,0.0659999999999999,0.029,58,0,58,58,18.595,0,270,14,0,19.65,294.5,2.2,0,782,0.365,0,0,31.935,0.142,0.0199999999999996,0.303,0
2194,90.69,28,2.98,0.35,0.92,5.06,2.3,1.48,48,0.88,25,66,325,27,0.4,0.045,0.229,3,93.2,0.065,0.119,0.638,0.535,0.159,71,0,71,71,27.36,0,3000,72.3,0,7.7,850.55,24.7,0,780.55,0.7495,0,0,98.82,0.0539999999999998,0.024,0.167,0
2195,90.69,28,2.98,0.35,0.92,5.24,2.93,2.136,48,0.88,25,66,325,27,0.4,0.045,0.229,3,93.2,0.065,0.119,0.638,0.535,0.159,71,0,71,71,28.435,0,400,20,0,9.4,429.25,1.9,0,779.3,0.6165,0,0,84.2,0.0539999999999998,0.024,0.167,0
2196,90.72,28,3.1,0.109999999999999,0.71,5.35,3,1.44,51,0.61,20,55,180,260,0.3,0.043,0.325,1.9,40.1,0.055,0.081,0.458,0.274,0.13,30,0,30,30,20.515,0,1118,56,0,15,663,1,0,1498,1.32,0,0,99.5,0.0179999999999998,0.00800000000000001,0.0550000000000002,0
2197,88.9,36,2.55,0.5,0.95,7.1,2.6,1.74,36,1.2,20,56,317,257,0.33,0.083,0.227,1.5,62,0.107,0.08,0.607000000000001,0.252,0.178,60,0,60,60,40.6,0,775,39,0,0,465,0,0,1290,0.43,0,0,140.3,0.102,0.0380000000000003,0.255,0
2198,75.64,88,2.09,0.140000000000001,0.98,21.15,1.8,3.55,49,0.77,39,93,360,240,0.38,0.089,0.27,0.9,2.6,0.039,0.058,0.32,0.353,0.279,20,0,20,20,14.83,0,0,0,0,0,0,0,0,0,0.46,0,0,2,0.21515,0.1452,0.10465,0
