"sulphates","total.sulfur.dioxide","free.sulfur.dioxide","density","citric.acid","fixed.acidity","volatile.acidity","chlorides","alcohol","residual.sugar","pH","quality"
0.48,118,40,0.99064,0.45,7,0.25,0.045,11.9,2.3,3.16,7
0.34,118,14,0.9942,0.3,7.4,0.21,0.039,10.4,7.9,2.96,5
0.59,101,40,0.99156,0.39,5.3,0.16,0.028,10.6,1,3.57,6
0.39,190,40,0.9932,0.26,7.9,0.255,0.026,11.2,2,3.04,6
0.31,69,24,0.9933,0.27,5.8,0.23,0.043,9.4,1.8,3.38,6
0.5,148,36,0.996,0.37,6.9,0.4,0.053,9.3,8.9,3.16,5
0.38,86,29,0.98926,0.24,7.3,0.23,0.031,12.2,0.9,2.9,6
0.44,194,55,0.9979,0.38,7.2,0.23,0.058,9,14.3,3.09,6
0.5,170,68,0.99494,0.4,6.6,0.34,0.046,9.53333333333333,8.1,3.15,6
0.53,170,54,0.998,0.64,7.6,0.23,0.033,8.8,12.9,3,5
0.43,172,61,0.9946,0.2,6.4,0.36,0.118,9.5,5.7,3.24,6
0.41,151,29,0.99177,0.28,6.5,0.22,0.059,12.1,3.7,3.23,7
0.59,161,43,0.9935,0.34,6.9,0.24,0.04,10.6,4.7,3.2,6
0.44,109,17,0.99498,0.32,6.8,0.18,0.047,10.4,7.2,3.42,6
0.35,117,17,0.9928,0.24,7.2,0.31,0.057,10.5,1.4,3.16,5
0.58,205,24,0.99611,0.26,6.3,0.32,0.044,9.9,12.3,3.11,5
0.54,60,5,0.9925,0.4,6.4,0.26,0.179,10.1,1.7,3.09,5
0.48,138,36,0.99382,0.09,5.8,0.3,0.042,9.7,6.3,3.15,5
0.42,97,25,0.99356,0.33,6,0.22,0.033,11.3,12.2,3.17,7
0.41,238,46,0.9986,0.3,7.3,0.29,0.043,8.7,13,3.06,6
0.58,101,17,0.994,0.32,8.2,0.17,0.05,9.5,1.5,3.14,5
0.35,140,17,0.99138,0.27,5.8,0.29,0.062,11.1,1.6,3.23,6
0.45,201,32,0.998,0.32,7.6,0.285,0.063,9.2,14.6,3,5
0.5,93,28,0.9897,0.32,5.7,0.33,0.043,12.3,1.4,3.31,6
0.53,87,19,0.9902,0.37,6.8,0.32,0.023,12.7,3.4,3.14,6
0.44,150,25,0.99502,0.24,6.5,0.2,0.044,10.5,9.2,3.22,5
0.62,78,19,0.99036,0.28,6.6,0.64,0.032,12.9,4.4,3.11,6
0.43,61,5,0.9918,0.52,7,0.31,0.029,10.4,1.7,3.07,5
0.41,112,7,0.9906,0.28,7.6,0.38,0.029,12.6,4.2,3,6
0.55,144,32,0.99296,0.29,7.3,0.32,0.038,10.8,1.5,3.2,5
0.27,102,20,0.98944,0.27,5.4,0.45,0.033,13.4,6.4,3.22,8
0.48,117,30,0.9931,0.3,6,0.4,0.047,10.1,1.6,3.17,6
0.49,135,19,0.9937,0.4,9.6,0.23,0.044,10.9,1.5,2.96,5
0.48,215,58,0.99542,0.37,6.3,0.27,0.047,9.5,7.9,3.19,6
0.71,122,18,0.9916,0.27,6.4,0.32,0.034,12.5,4.9,3.36,6
0.47,157,25,0.9957,0.28,8,0.45,0.051,11.4,10.8,3.06,7
0.55,113,34,0.99165,1.66,7.4,0.2,0.022,12.2,2.1,3.26,6
0.5,160,69,0.99705,0.3,6.8,0.27,0.047,9.6,13,3.16,6
0.47,110,24,0.9898,0.19,6,0.27,0.02,12.6,1.7,3.32,7
0.44,101,19,0.9946,0.38,7.5,0.15,0.054,10,1.8,3.24,5
0.42,150,47,0.9952,0.32,7.7,0.12,0.06,9.2,1.4,3.37,6
0.43,106,36,0.99288,0.69,6.7,0.27,0.176,9.2,1.2,2.96,6
0.5,216.5,39.5,0.99432,0.37,6.4,0.37,0.041,9.8,4.85,3.1,6
0.41,161,44,0.9977,0.58,7.8,0.27,0.036,8.9,11.2,3.06,6
0.47,162,15,0.9944,0.31,7,0.35,0.069,9.4,1.8,3.18,5
0.45,155,54,0.9974,0.61,7.1,0.43,0.045,8.7,11.8,3.11,5
0.54,159,54,0.99622,0.24,6.6,0.43,0.04,9.8,11.9,3.14,6
0.36,82,21,0.99425,0.28,6.4,0.14,0.057,10,7.9,3.26,6
0.4,230,61,0.99505,0.44,6.1,0.27,0.041,8.9,6.7,3.12,5
0.45,111,42,0.99896,0.24,6,0.28,0.047,8.9,17.8,3.1,6
0.4,177,30,0.99085,0.36,7.3,0.25,0.034,11.9,2.1,3.25,8
0.49,128,13,0.9917,0.3,7.1,0.26,0.031,11.4,2,3.19,5
0.44,98,24,0.98918,0.28,6.1,0.26,0.043,12.5,1.7,3.14,6
0.61,181,60,0.9983,0.38,7,0.3,0.032,9.3,14.9,3.18,7
0.55,159,26,0.9965,0.66,5.8,0.28,0.039,10.8,9.1,3.66,5
0.63,166,51,0.9941,0.21,5.7,0.36,0.038,10,6.7,3.29,6
0.47,148,31,0.99178,0.35,7.3,0.28,0.054,10.7,1.6,3.18,5
0.48,51,6,0.99076,0.11,5.3,0.43,0.029,11.2,1.1,3.51,4
0.41,184,74,0.99096,0.32,6.2,0.16,0.036,11,1.1,3.22,6
0.35,220,61,0.9952,0.23,6.7,0.25,0.038,9.5,7.2,3.14,5
0.88,152,56,0.99398,0.4,6,0.25,0.052,10.5,5.7,3.16,6
0.4,144,21,0.99304,0.17,7.1,0.31,0.042,9.6,1,3.13,5
0.78,156,47,0.99945,0.4,7.1,0.17,0.047,9.1,14.55,3.34,6
0.53,132,24,0.99138,0.37,7.4,0.25,0.05,11.2,2.6,3.04,6
0.47,150,18,0.9917,0.49,7.4,0.16,0.055,11.2,1.2,3.23,6
0.49,144,47,0.99471,0.24,6.6,0.41,0.158,9.4,4.9,3.17,5
0.47,163,42,0.999,0.35,6.6,0.25,0.069,9.8,14,3.56,5
0.33,163,52,0.9952,0.49,8.2,0.24,0.038,10.6,9.3,3.02,6
0.58,144,49,0.9966,0.38,7.7,0.42,0.061,11,8.1,3.4,6
0.53,171,61,0.98947,0.34,7.2,0.33,0.044,13.3,2,3.25,7
0.44,123,28,0.99304,0.24,7.4,0.35,0.042,11.3,6,3.14,5
0.4,165,46,0.9982,0.74,7.3,0.3,0.039,8.7,13.5,3.02,5
0.44,133,38,0.99212,0.34,6.8,0.39,0.02,12,7.4,3.18,7
0.39,96,33,0.9928,0.38,7,0.15,0.047,10.4,2.2,3.13,8
0.45,126,11,0.99293,0.41,7.5,0.28,0.044,10.3,1.3,3.28,5
0.37,152,58,0.99612,0.3,7.9,0.16,0.05,9.5,7.4,3.12,6
0.44,156,47,0.9981,0.74,7.2,0.27,0.037,8.7,12.5,3.04,5
0.72,121,30,0.992,0.36,8,0.26,0.054,11.6,2,3.09,7
0.75,97,34,0.99112,0.33,7.1,0.21,0.039,11.2,1.2,3.11,6
0.43,111,24,0.9916,0.35,6.2,0.23,0.051,11,0.7,3.37,3
0.51,116,35,0.9928,0.39,7.3,0.24,0.024,10.9,3.6,3.17,5
0.39,117,23,0.99172,0.22,6.3,0.41,0.035,11.94,7.3,3.2,7
0.6,187,82,0.9932,0.46,7.2,0.19,0.041,11.2,3.8,3.19,7
0.42,126,33,0.99658,0.29,6.2,0.19,0.045,9.3,4.3,3.18,6
0.37,102,38,0.98998,0.28,6.3,0.22,0.042,11.6,2.4,3.14,7
0.5,210,68,0.99718,0.24,7,0.44,0.056,9.5,12.1,3.05,5
0.47,105,30,0.99206,0.36,6.6,0.22,0.029,11.8,5.5,3.2,6
0.71,121,16,0.99198,0.25,6.6,0.34,0.038,12.6,4.8,3.36,6
0.6,100,29,0.99135,0.32,7.5,0.22,0.045,11.3,2.4,3.08,7
0.45,113,24,0.99576,0.22,6.7,0.4,0.052,9.4,8.8,3.22,5
0.42,108,36,0.9939,0.35,6.9,0.115,0.048,10.2,5.4,3.32,6
0.31,129,45,0.9936,0.99,6.6,0.19,0.122,8.7,1.2,3.09,6
0.35,137,39,0.9942,0.01,6.7,0.41,0.048,9.5,2.8,3.24,5
0.54,133,29,0.9906,0.46,7.1,0.3,0.066,12.7,1.5,3.12,6
0.42,159,89,0.99332,0.21,4.5,0.19,0.033,8,0.95,3.34,5
0.51,156,32,0.9914,0.31,7.1,0.25,0.05,11.4,2.3,3.14,6
0.55,187,24,0.9956,0.36,8.6,0.18,0.04,9.5,1.8,3.25,6
0.56,63,11,0.9908,0.41,8.1,0.27,0.033,12,1.45,2.99,5
0.55,198,53,0.9969,0.43,6.8,0.26,0.045,9.5,11.75,3.26,5
0.35,130,58,0.99519,0.37,6.3,0.2,0.045,10.8,11.8,3.2,5
0.56,86,19,0.99574,0.34,7.3,0.23,0.052,10,9.3,3.04,5
0.48,92,21,0.99,0.73,6.6,0.29,0.027,12.4,2.2,3.12,6
0.49,94,16,0.9902,0.49,6.5,0.36,0.03,12.1,2.9,3.1,7
0.39,126,20,0.9918,0.49,7.4,0.28,0.034,10.6,1.5,2.98,6
0.4,50,8,0.99036,0.04,6,0.615,0.032,11,0.8,3.14,4
0.51,214,34,0.9963,0.4,7.2,0.37,0.032,9.8,11.6,3.1,6
0.55,99,14,0.9928,0.33,6.5,0.17,0.028,10.1,1.4,3.23,6
0.51,120,31,0.9939,0.3,7,0.2,0.037,10.8,6.1,3.24,5
0.34,131,17,0.9956,0.49,8.9,0.32,0.05,9.4,1.6,3.13,5
0.49,212,73,0.9969,0.33,7.9,0.26,0.039,9.5,10.3,2.93,6
0.53,224,65,0.99956,0.44,6.7,0.3,0.057,9.1,18.5,3.11,5
0.54,175,34,0.9934,0.27,6.3,0.33,0.046,9.4,1.2,3.37,6
0.5,164,26,0.9979,0.66,6,0.34,0.046,8.8,15.9,3.14,6
0.62,119,25,0.99045,0.3,5.3,0.33,0.048,11.3,1.2,3.32,6
0.43,163,50,0.9895,0.3,6.1,0.3,0.031,12.7,2.1,3.39,7
0.54,173,26,0.99414,0.32,6,0.36,0.053,8.8,1.1,3.38,5
0.53,151,27,0.9937,0.41,7.6,0.16,0.047,10.1,1.9,3.2,6
0.55,143,34,0.99226,0.31,6.8,0.33,0.045,12.2,7.4,3.06,6
0.68,72,23,0.99236,0.32,7.6,0.27,0.043,10.5,1.2,3.06,5
0.54,107,21,0.99195,0.35,7.1,0.2,0.034,11.1,3.2,3.11,6
0.47,197,46,0.99536,0.5,6.5,0.26,0.051,9.5,8,3.18,5
0.57,101,22,0.9912,0.36,6.6,0.28,0.038,11.6,1.7,3.29,6
0.34,121,13,0.99254,0.28,6.6,0.26,0.028,12.1,9.4,3.17,6
0.46,209,53,0.99563,0.32,7.5,0.25,0.024,10.8,8.2,3.12,6
0.72,115,15,0.9918,0.39,6.8,0.28,0.036,11.7,1.4,3.27,5
0.42,156,30,0.9914,0.27,5.8,0.28,0.054,12.4,2.6,3.53,5
0.79,189,57,0.9953,0.29,6.6,0.27,0.045,9.8,5.3,3.31,5
0.74,150,31,0.9953,0.42,6.7,0.21,0.049,9.9,9.1,3.12,7
0.42,78,19,0.99057,0.3,5.9,0.48,0.037,11.9,1.5,3.47,7
0.53,163,19,0.9931,0.74,7,0.2,0.044,10.2,0.8,3.46,5
0.4,136,32,0.99663,0.25,7.1,0.31,0.048,9.5,11.2,3.14,5
0.33,119,43,0.9894,0.04,5.2,0.44,0.036,12.1,1.4,3.36,8
0.5,98,20,0.99069,0.31,7.1,0.28,0.053,11.4,1.5,3.15,5
0.37,139,44,0.9956,0.26,6.5,0.28,0.04,10.2,8.8,3.32,6
0.51,131,45,0.99604,0.2,6.6,0.23,0.044,9.7,11.4,2.96,6
0.47,169,35,0.99975,0.32,8.7,0.23,0.044,8.8,13.4,3.12,7
0.62,134,29,0.99382,0.23,7.7,0.31,0.069,9.8,2,3.11,5
0.47,105,32,0.99266,0.32,5.6,0.32,0.043,11.2,8.3,3.24,6
0.55,156,35,0.9917,0.49,7.4,0.25,0.042,11.3,1.1,3.13,5
0.33,80,27,0.98892,0.31,7.2,0.27,0.031,12.7,1.2,3.03,6
0.39,93,30,0.9917,0.42,8.2,0.28,0.031,11.4,1.8,3.09,5
0.67,105,20,0.9906,0.27,6.1,0.34,0.024,12.2,2.6,3.4,7
0.37,122,29,0.9925,0.38,7.3,0.42,0.045,12.6,6.8,3.19,7
0.51,76,13,0.9893,0.27,6.1,0.29,0.024,12.6,1.7,3.21,7
0.4,243,55,1.001,0.48,7.5,0.33,0.048,8.8,19.45,2.95,5
0.42,103,11,0.99106,0.26,6.9,0.32,0.03,11.1,2.3,3.06,6
0.5,229,63,0.99888,0.2,7.4,0.35,0.054,8.9,13.9,3.11,6
0.47,158,26,0.99772,0.13,6.6,0.42,0.044,9,12.8,3.24,5
0.52,40,10,0.99244,0.35,7.4,0.2,0.025,10.9,6.1,2.79,5
0.5,100,46,0.98958,0.28,7.5,0.34,0.028,13.2,4,3.2,7
0.72,146,63,0.99066,0.42,6.3,0.13,0.043,11.2,1.1,3.13,7
0.51,143,18,0.99392,0.18,7.7,0.46,0.054,10.8,3.3,3.12,6
0.58,113,21,0.99462,0.24,5.9,0.25,0.044,10.5,7.4,3.38,6
0.36,140,32,0.9895,0.29,6.3,0.29,0.037,12.8,3.3,3.17,7
0.52,236,38,0.9976,0.29,6.8,0.23,0.035,9.8,12.2,3.35,6
0.6,93,22,0.99144,0.32,7.6,0.39,0.035,12.5,3.6,3.08,7
0.71,201,31,0.9964,0.28,6,0.27,0.063,10,4.8,3.69,5
0.52,98,27,0.99521,0.33,6.1,0.32,0.036,10.2,10.7,3.34,6
0.48,190,51,0.99916,0.17,6.3,0.32,0.06,8.8,17.75,3.13,6
0.5,170,68,0.99494,0.4,6.6,0.34,0.046,9.53333333333333,8.1,3.15,6
0.49,148,48,0.99168,0.28,5.1,0.21,0.047,10.4,1.4,3.5,5
0.65,69,20,0.9912,0.34,7,0.32,0.042,12,1.3,3.31,7
0.41,224,48,0.9981,0.25,5.9,0.29,0.057,9,12,3.23,6
0.53,173,64,0.99632,0.37,6.7,0.24,0.043,9.9,11.3,3.08,6
0.58,82,14,0.99132,0.29,6.9,0.15,0.033,11.2,2.3,3.1,7
0.46,145,22,0.99207,0.18,5.4,0.24,0.05,10.3,2.3,3.24,5
0.38,182,34,0.9968,0.38,9.1,0.59,0.066,8.5,1.6,3.23,3
0.43,142,28,0.9958,0.44,7.6,0.36,0.255,10.2,8.3,3.12,6
0.49,186,59,0.99754,0.17,6.9,0.4,0.033,9.4,12.9,3.08,5
0.45,186,61,0.9948,0.5,6.2,0.32,0.048,9.6,6.5,3.19,5
0.45,93,37,0.992,0.37,6.8,0.18,0.027,10.8,1.5,3.3,6
0.59,192,41,0.9922,0.53,6.5,0.29,0.04,10.4,1.7,3.26,7
0.71,195,28,0.99773,0.18,6.2,0.38,0.095,9.2,7.4,3.53,4
0.46,111,13,0.99315,0,5.6,0.26,0.038,12.4,10.2,3.44,6
0.59,86,30,0.98834,0.27,6.2,0.255,0.037,12.9,1.3,3.05,7
0.48,172,32,0.99194,0.26,7.3,0.22,0.04,11.2,1.5,3.27,6
0.43,75,15,0.9934,0.38,8.3,0.4,0.038,9.2,1.1,3.03,5
0.44,155,75,0.9995,0.41,6.7,0.19,0.056,8.8,15.6,3.2,6
0.37,61,17,0.98953,0.31,5.2,0.21,0.048,12,1.7,3.24,7
0.64,186,49,0.9906,0.32,6.6,0.16,0.035,12.4,1.4,3.35,8
0.38,97,25,0.9906,0.33,5.3,0.24,0.033,11,1.3,3.59,8
0.36,99,30,0.9928,0.04,6.3,0.48,0.046,9.6,1.1,3.24,6
0.33,151,13,0.9931,0.23,7.6,0.54,0.029,10.4,2,3.04,5
0.35,163,72,1,0.36,7.4,0.18,0.056,9.1,13.1,3.42,6
0.47,140,54,0.9967,0.35,6.4,0.23,0.042,9.2,10.3,3.23,5
0.4,101,29,0.99278,0.28,6.4,0.21,0.047,11,5.9,3.15,6
0.59,209,38,0.9981,0.32,6.3,0.4,0.049,9.3,10.6,3.47,6
0.35,142,47,0.99705,0.23,6.3,0.25,0.039,9.7,14.9,3.14,6
0.45,142,24,0.992,0.19,6.2,0.47,0.029,12.3,8.3,3.22,6
0.52,172,60,0.99114,0.13,6,0.39,0.042,10.6,1.2,3.06,5
0.59,79,22,0.99005,0.29,6.2,0.35,0.041,12.0666666666667,3.9,3.1,6
0.78,183,79.5,0.99742,0.41,6.8,0.15,0.044,10.2,12.9,3.24,6
0.33,150,27,0.99445,0.22,6.3,0.28,0.036,10.6,11.5,3,6
0.66,221,60,0.99831,0.27,7.4,0.32,0.04,9.4,12.9,3.05,5
0.32,132,26,0.994,0.49,7.4,0.19,0.03,11,9.3,2.99,7
0.59,69,10,0.9934,0.25,6.1,0.125,0.04,10.1,3.3,3.54,6
0.46,89,20,0.9936,0.27,7.8,0.21,0.051,9.1,1.2,3.06,5
0.43,202,54,0.9961,0.25,6.7,0.27,0.053,9.3,8,3.22,5
0.46,182,35,0.99391,0.47,5.7,0.24,0.069,9.75,6.3,3.11,5
0.53,87,19,0.9902,0.37,6.8,0.32,0.023,12.7,3.4,3.14,6
0.61,191,28,0.9971,0.25,6.9,0.38,0.04,9.2,9.8,3.28,5
0.61,163,34,0.9937,0,4.8,0.33,0.028,9.9,6.5,3.35,5
0.38,78,25,0.99104,0.28,8.6,0.18,0.032,11.1,0.8,2.99,5
0.35,158,37,0.9955,0.49,7.8,0.43,0.033,11.3,13,3.14,6
0.31,178,58,0.98956,0.32,5,0.27,0.032,12.6,4.5,3.45,7
0.42,126,29,0.994,0.23,7.4,0.39,0.033,10.5,7,3.14,5
0.27,151,57,0.9913,0.28,5.7,0.15,0.045,11.2,3.7,3.22,6
0.46,70,8,0.9899,0.36,7,0.28,0.035,12.1,1,3.09,6
0.5,186,27,0.9974,0.45,6.2,0.55,0.049,9.3,12,3.17,6
0.42,102,38,0.98819,0.29,6.6,0.29,0.036,13.7,1.8,3.08,7
0.49,105,34,0.99,0.4,6.8,0.24,0.047,12.8,1.8,3.13,8
0.44,215,56,0.9967,0.23,6.9,0.29,0.056,8.8,8.6,3.17,5
0.45,103,42,0.99022,0.37,6.7,0.2,0.025,11.4,1.65,3.11,5
0.54,231,34,0.9964,0.24,7.3,0.19,0.054,10,6.3,3.36,6
0.53,201,63,0.997,0.32,8,0.22,0.043,9.5,10.4,3.11,6
0.52,145,22,0.9951,0.41,9.5,0.42,0.034,11,2.3,3.06,6
0.45,152,62,0.9984,0.54,7.3,0.28,0.049,9.1,12.9,3.06,6
0.45,178,63,0.99212,0.5,5.8,0.36,0.127,9.7,1,3.1,5
0.95,82,18,0.9891,0.4,6,0.27,0.021,13.1333333333333,1.7,3.24,6
0.46,80,17,0.98992,0.24,6.9,0.21,0.021,12.3,1.8,3.15,7
0.63,209,59,0.9972,0.39,7.5,0.28,0.045,9.6,10.2,3.16,6
0.34,84,27,0.9928,0.35,7.2,0.16,0.031,9.9,1.2,3.33,5
0.48,96,18,0.98942,0.34,5.2,0.3,0.038,13,1.5,3.56,8
0.44,172,51,0.9964,0.19,7.2,0.25,0.044,9.2,8,3.16,5
0.5,127,30,0.9928,0.31,6.5,0.18,0.044,10.2,1.7,3.49,7
0.5,180,53,0.99514,0.26,6.4,0.32,0.05,9.6,7.9,3.14,5
0.34,114,46,0.9932,0,7.2,0.5,0.034,9.2,0.8,3.19,4
0.54,152,29,0.9962,0.34,7.3,0.24,0.048,9,7.5,3.1,5
0.6,218.5,23,0.9935,0.32,6.1,0.28,0.042,9.8,2.5,3.27,5
0.39,132,21,0.99313,0.36,8.4,0.36,0.032,13,11.1,2.95,6
0.59,108,21,0.99142,0.21,5.7,0.25,0.044,11,1.5,3.3,6
0.51,221,51,0.99851,0.39,6.6,0.39,0.057,8.9,11.9,3.26,6
0.46,204,45,0.99713,0.09,7.3,0.815,0.044,9,11.4,3.15,5
0.56,201,33,0.99612,0.23,6.2,0.29,0.048,9.9,12.4,3.11,6
0.46,126,17,0.9943,0.26,5.8,0.555,0.053,9.1,4.5,3.24,5
0.5,58,23,0.99184,0.48,8.5,0.19,0.026,10.5,1.1,2.9,6
0.39,125,20,0.991,0.39,6,0.36,0.027,11.3,3.2,3.38,7
0.46,187,56,0.99577,0.38,6.6,0.24,0.042,9.2,8,3.21,5
0.37,125,42,0.98939,0.37,6.7,0.18,0.027,12.8,1.3,3.24,7
0.58,190,55,0.9993,0.56,8.4,0.35,0.048,9.4,13.8,3.07,6
0.31,157,47,0.9916,0.42,7.1,0.18,0.045,10.5,1.4,2.95,6
0.31,66,15,0.9899,0.33,6.8,0.32,0.027,11.8,0.7,3.11,6
0.48,178,53,0.9976,0.36,7.4,0.25,0.067,9,13.2,3.01,6
0.31,119,8,0.9923,0.24,7,0.39,0.048,10.1,1,3,4
0.26,86,19,0.98934,0.24,6.2,0.37,0.032,13.4,6.1,3.04,8
0.39,146,26,0.9939,0.29,7.6,0.29,0.051,10.2,4.4,3.16,5
0.39,106,40,0.98914,0.31,6.2,0.3,0.035,12.9,1.6,3.26,7
0.43,169,41,0.9959,0.42,8,0.28,0.045,10.6,7.1,3.17,5
0.37,101,15,0.98916,0.29,6.6,0.38,0.035,12.5,2.9,3.04,6
0.5,97,6,0.99424,0.12,6.2,0.32,0.054,9.3,4.8,3.16,5
0.46,76,12,0.98993,0.32,6.3,0.32,0.037,12.3,1.5,3.3,6
0.44,133,30,0.9954,0.34,6.5,0.28,0.038,9.8,9.9,3.11,5
0.47,129,26,0.989,0.3,5.8,0.42,0.035,12.9,2.2,3.32,6
0.48,70,15,0.9899,0.32,6.2,0.32,0.036,12.7,2.2,3.16,6
0.59,124,45,0.997,0.36,7.1,0.2,0.042,9.5,11.6,2.92,7
0.5,194,50,0.99545,0.51,6.7,0.26,0.062,9.6,8,3.13,5
0.46,197,49,0.9985,0.23,7.3,0.32,0.05,8.7,13.7,3.2,5
0.37,76,12,0.9905,0.26,5.6,0.19,0.03,10.9,1.4,3.25,7
0.46,219,49,0.9996,0.13,8,0.25,0.036,9.7,17.2,2.96,5
0.38,134,15,0.9936,0.26,7.6,0.345,0.043,9.5,1.9,3.08,5
0.39,116,34,0.9912,0.31,7.4,0.2,0.038,12,1.6,3.25,7
0.82,151,20,0.9926,0.31,6.7,0.31,0.031,12,4.9,3.36,7
0.48,126,26,0.9975,0.18,6.9,0.44,0.051,9.1,11.8,3.23,5
0.43,158,57,0.9992,0.32,6.4,0.22,0.066,9,12,3.6,6
0.52,169,59,0.9986,0.48,8.2,0.4,0.042,9.4,13.7,3.1,5
0.39,104,36,0.99317,0.41,6.9,0.2,0.06,9.2,1.1,2.99,5
0.68,115,41,0.9899,0.34,6.6,0.16,0.037,12,1.1,3.01,6
0.43,177,34,0.99692,0.34,6.8,0.28,0.035,9.1,7.5,3.33,5
0.46,212.5,53,0.999,0.3,7.6,0.2,0.056,8.9,14.2,3.14,8
0.62,142,49,0.9946,0.22,6.5,0.41,0.052,9.2,4.8,3.14,5
0.5,112,36,0.99091,0.34,6.7,0.21,0.049,11,1.4,3.02,6
0.37,111,23,0.98961,0.34,6,0.23,0.025,12.7,1.3,3.36,6
0.66,234,40,1.0005,0.47,8.5,0.24,0.057,9,15.2,3.02,5
0.39,41,6,0.99665,0.28,7.2,0.27,0.046,10.9,15.2,3.17,6
0.45,86,19,0.99,0.29,6.6,0.24,0.023,12.5,2,3.25,6
0.64,133,21,0.99612,0.26,6.5,0.27,0.042,9.8,8.2,3.43,6
0.54,132,31,0.9922,0.32,6.5,0.19,0.04,10.8,1.4,3.36,7
0.54,110,38,0.99056,0.36,6.6,0.17,0.036,11.4,1.9,3.05,6
0.52,81,26,0.9902,0.25,5.7,0.21,0.035,11.4,1.1,3.31,6
0.55,153,40,0.9911,0.26,5.8,0.36,0.038,11.3,3.3,3.34,6
0.51,190,45,0.99754,0.23,6.6,0.28,0.049,8.8,10.4,3.12,5
0.54,176,36,0.9986,0.23,6.4,0.32,0.055,9.1,16.2,3.26,5
0.49,132,17,0.9914,0.48,7.4,0.27,0.047,11.6,1.1,3.19,6
0.5,199,45,0.9984,0.25,7.6,0.27,0.05,9.8,13.9,3.34,6
0.54,120,23,0.9946,0.24,6.6,0.37,0.064,9.4,2,3.32,5
0.66,120,23,0.99334,0.25,7.2,0.35,0.032,10.3,5.6,2.93,7
0.48,141,46,0.9972,0.33,8.1,0.24,0.048,10.3,10.2,3.16,6
0.54,221,37,0.9954,0.28,7,0.21,0.045,10.4,8.6,3.25,6
0.38,115,21,0.99166,0.29,6.4,0.15,0.044,10.2,1.8,3.1,5
0.53,116,16,0.9989,0.22,6.8,0.27,0.034,9.2,17.8,3.07,5
0.44,139,50,0.99165,0.28,5.9,0.18,0.039,11.3,5.1,3.16,6
0.38,87,31,0.9922,0.28,6.5,0.43,0.032,12.4,11.25,3.02,6
0.4,128,49,0.99397,0.34,7.1,0.29,0.036,10.7,7.8,3.21,6
0.32,93,17,0.9906,0.36,8.2,0.37,0.034,11.7,1,3.04,8
0.5,107,35,0.9917,0.4,6.3,0.2,0.037,11.4,1.5,3.46,6
0.42,105,15,0.991,0.33,6.3,0.23,0.036,11.2,1.5,3.32,6
0.57,202,53,0.99708,0.34,7.9,0.25,0.04,9.6,11.4,3.11,6
0.46,118,37,0.99906,0.23,6.6,0.22,0.047,8.8,17.3,3.08,6
0.5,116,37,0.9927,0.22,6.3,0.23,0.039,10.7,3.75,3.23,6
0.44,135,17,0.9925,0.27,6.4,0.3,0.055,12.2,4.4,3.23,6
0.43,102,36,0.9905,0.34,7,0.24,0.035,12.2,3,3.18,6
0.56,75,19,0.992,0.3,7.7,0.275,0.039,10.7,1,3.01,5
0.45,105,26,0.99469,0.3,5.7,0.14,0.045,9.3,5.4,3.32,5
0.71,100,16,0.9917,0.27,6.1,0.36,0.035,11.5,2.1,3.4,7
0.38,133,37,0.9978,0.68,7.5,0.23,0.047,8.8,11,2.99,5
0.39,141,36,0.9918,0.42,8.1,0.43,0.033,13.3,6.6,2.98,7
0.56,202,72,0.99566,0.28,8,0.26,0.038,10,8.2,3.12,6
0.58,238,53,1.0017,0.55,7.4,0.32,0.056,8.7,16.6,2.96,6
0.47,119,11,0.99556,0.36,8.6,0.34,0.045,9.4,1.4,3.17,4
0.42,113,31,0.9903,0.49,7.1,0.26,0.032,12.9,2.2,3.37,9
0.48,133,32,1,0.36,6.8,0.21,0.046,8.8,18.1,3.27,5
0.48,215,58,0.99542,0.37,6.3,0.27,0.047,9.5,7.9,3.19,6
0.35,95,44,0.99676,0.26,6.7,0.11,0.053,9.8,14.8,3.2,6
0.38,135,57,0.99672,0.31,6.4,0.22,0.04,10.7,13.9,3.21,5
0.5,184,60,0.99566,0.48,7,0.27,0.042,9.4,6.1,3.2,6
0.4,99,29,0.99031,0.24,6.6,0.34,0.034,12.3,3.3,3.1,7
0.7,199,40,0.9964,0.28,5.9,0.21,0.053,10,4.6,3.72,4
0.38,134,53,0.99567,0.29,6.3,0.24,0.035,10.6,13.7,3.17,6
0.46,146,29,0.9982,0.43,8,0.36,0.053,9.5,10.1,3.4,6
0.66,118,33,0.98972,0.25,5.5,0.3,0.029,12.5,1.9,3.36,6
0.66,173,42,0.9951,0.31,6.4,0.33,0.048,9.3,5.5,3.19,6
0.56,113,20,0.99544,0.31,6.5,0.36,0.053,11,13.55,3.2,6
0.62,97,8,0.9918,0.49,7.5,0.2,0.031,11.1,1.3,3.06,5
0.41,68,11,0.99218,0.27,5.2,0.17,0.03,9.8,0.7,3.3,5
0.35,47,17,0.9899,0.32,5.9,0.29,0.022,11.5,1.4,3.35,6
0.38,158,49,0.9998,0.32,7.1,0.22,0.056,9.6,16.9,3.37,6
0.46,152,45,0.9921,0.28,6.3,0.37,0.034,11.6,6.3,3.29,7
0.36,40,10,0.9944,0.33,9,0.2,0.049,9.8,3.5,3.14,6
0.32,100,31,0.9911,0.29,8.2,0.42,0.03,12.8,4.1,3,7
